age,job,marital,education,default,balance,housing,loan,day,duration,campaign,pdays,previous,poutcome,y,month_int,cons.conf.idx,emp.var.rate,euribor3m,nr.employed,cons.price.idx
36,9,3,3,0,0,0,0,4,5.07,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,2,2,1,0,555,0,1,4,7.08,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
34,5,1,1,0,295,1,1,4,1.07,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
28,5,2,1,0,-116,0,1,4,4.6,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,1,1,1,0,4385,0,1,4,1.53,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,5,1,1,0,137,0,0,4,6.78,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
34,4,2,1,0,296,0,0,7,2.45,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,4,3,1,0,534,0,0,7,2.47,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
44,8,1,1,0,93,0,0,7,2.08,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
36,5,1,1,0,-27,1,1,7,2.52,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
49,3,1,3,0,-157,1,0,7,8.18,3,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
55,3,1,1,0,49,1,0,7,8.23,4,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
51,2,1,1,0,216,0,0,7,10.25,2,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
51,1,1,2,0,1421,1,0,7,2.53,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
38,3,1,1,0,222,1,1,7,2.73,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
59,8,1,2,0,1728,0,0,7,9.58,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
54,1,3,2,0,5253,1,1,7,0.28,19,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,1,2,2,0,47,1,0,7,5.27,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
60,8,3,3,0,2648,0,0,7,2.47,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
34,5,1,1,0,0,0,0,7,2.67,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
31,4,2,1,0,-182,1,0,7,3.02,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,2,1,1,1,-313,0,1,7,1.48,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
53,3,1,3,0,465,1,0,7,1.85,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
47,3,1,3,1,25,1,1,7,2.37,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
39,1,1,3,0,551,0,1,7,1.78,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
56,10,1,3,0,58,0,1,7,3.78,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,5,1,1,0,650,1,0,7,2.48,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,10,1,3,0,1618,1,0,7,2.23,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
60,6,1,3,0,-63,1,0,7,23.9,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
58,1,1,3,0,4850,0,0,7,2.98,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
56,3,1,3,0,409,1,0,7,2.93,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
36,9,2,3,0,0,1,0,7,1.05,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
39,1,1,2,0,1007,1,0,7,1.43,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
46,1,1,3,0,312,1,0,7,1.88,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
58,3,3,3,0,820,1,0,7,3.33,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
52,1,1,1,0,3369,0,0,7,3.27,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,5,1,1,0,841,1,0,7,4.17,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
59,3,1,1,0,-1336,0,1,7,7.5,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,1,3,1,0,0,0,0,7,1.25,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
50,3,1,3,0,9301,1,0,7,2.27,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
49,2,1,3,0,486,0,0,7,3.82,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
51,7,1,1,1,34,0,1,7,3.33,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
39,2,2,1,0,506,1,0,7,11.97,2,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
38,1,1,2,0,1444,1,0,7,2.32,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,5,2,1,0,0,1,0,7,2.68,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,2,1,1,0,923,1,0,7,2.35,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,9,3,1,0,-44,1,0,7,4.27,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
54,5,3,2,0,413,0,0,7,0.65,9,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
47,4,2,1,0,3531,1,0,7,0.82,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
53,1,3,2,0,243,1,0,7,1.1,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,3,1,3,0,484,1,0,7,5.35,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
42,3,3,3,0,213,1,0,7,7.23,3,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
33,5,2,1,0,170,0,0,7,13.03,1,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
34,7,1,2,0,-236,1,0,7,1.97,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
54,3,3,1,0,1613,1,0,7,2.13,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
37,8,1,2,0,555,0,0,7,1.73,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
59,4,1,1,0,1914,1,0,7,2.1,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
38,2,1,1,0,2220,0,0,7,1.45,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
27,4,2,1,0,450,1,0,7,1.78,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
59,1,1,2,0,553,1,0,7,21.2,3,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
31,4,2,1,0,92,1,0,7,6.68,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,3,3,3,0,1805,0,0,7,12.63,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
37,7,1,1,0,1523,0,1,7,5.27,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
42,3,3,1,0,3407,0,0,7,4.62,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,3,1,3,0,254,1,0,7,1.78,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
42,9,1,3,0,11,0,0,7,1.85,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
27,1,2,1,0,1609,1,0,7,6.0,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,1,1,2,0,1447,1,1,7,7.68,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,2,3,2,0,27,0,0,7,6.87,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,4,1,1,0,125,0,0,7,4.07,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
47,1,1,3,0,1797,0,0,7,1.03,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
44,3,1,3,0,2,0,1,7,0.77,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,4,1,1,0,1395,1,1,7,2.03,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,2,3,1,0,522,0,1,7,9.32,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
36,8,3,2,0,776,0,1,7,12.03,3,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
25,3,1,3,0,0,0,0,7,1.07,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,2,1,1,0,879,0,0,7,10.35,2,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
27,5,2,1,0,266,0,1,7,3.87,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,5,1,3,0,29,0,0,7,4.32,8,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
37,7,1,1,0,1633,0,0,7,10.48,2,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
48,1,1,2,0,666,1,0,7,5.28,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,5,1,1,0,-134,1,1,7,1.02,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,7,1,1,0,0,1,0,7,2.1,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
46,9,1,1,0,926,0,0,7,6.42,5,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
43,2,1,1,0,-796,0,0,7,3.17,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
52,6,1,2,0,493,0,0,7,1.02,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
37,5,1,1,0,343,1,1,7,1.23,7,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,2,1,1,0,268,0,0,7,1.6,14,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
54,1,3,2,0,92,0,1,7,1.43,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
28,1,2,2,0,0,0,0,7,1.57,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
44,5,1,1,0,182,1,1,7,3.48,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
57,4,1,1,0,1143,0,0,7,1.15,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
46,3,1,1,0,4044,0,0,7,5.43,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
27,3,2,1,0,77,0,1,7,8.28,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
51,2,1,1,0,1327,0,0,7,0.35,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,4,1,1,0,488,0,1,7,3.72,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
57,2,1,1,0,0,0,0,7,3.93,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
59,6,3,1,0,23,0,0,7,1.1,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
57,6,1,3,0,808,0,0,7,4.57,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
26,5,1,1,0,-236,1,1,7,7.65,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
36,5,1,1,0,-274,0,0,7,3.62,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,1,2,2,0,12,0,0,7,4.82,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,4,2,1,0,-1,0,0,7,2.88,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
51,3,1,3,0,505,0,1,7,2.17,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,5,3,1,0,88,0,1,7,5.53,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,3,2,3,0,777,0,0,7,4.38,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
53,3,1,3,0,0,0,0,7,1.9,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
39,3,2,3,0,366,1,1,7,2.77,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,1,1,2,0,460,0,1,7,1.57,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
60,3,3,3,0,3427,0,0,7,2.82,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
28,10,2,3,0,332,0,0,7,6.42,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
46,2,1,1,0,967,0,0,7,4.13,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
56,1,1,3,0,21,0,0,7,1.97,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
32,7,2,2,0,2559,0,0,7,14.82,1,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
32,4,1,1,0,1604,0,1,7,10.42,1,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
34,3,2,3,1,-2,0,1,7,3.32,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,1,2,2,0,0,0,0,7,4.0,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
51,3,1,1,0,505,1,0,7,3.32,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,5,1,2,0,0,0,1,7,2.63,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,5,2,1,0,2110,0,1,7,0.65,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,3,1,3,0,0,1,0,7,4.27,15,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
31,3,2,1,0,1,0,1,7,2.9,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,3,1,3,0,57,0,1,7,7.68,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
44,10,1,3,0,398,0,0,7,3.12,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
32,5,2,1,0,-1139,1,0,7,3.35,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
36,3,1,1,0,537,0,1,7,3.43,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,2,1,1,0,351,0,1,7,2.32,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
37,1,2,2,0,0,0,0,7,10.72,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,1,2,1,0,-57,0,1,7,4.37,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
39,4,1,1,0,2319,0,0,7,1.4,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
25,2,2,2,0,437,0,1,7,2.02,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,2,2,1,0,879,0,1,7,1.0,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
34,2,2,1,0,232,0,0,7,2.17,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
37,4,2,1,0,-117,0,1,7,1.77,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
51,6,1,1,0,3003,1,0,7,2.48,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,4,2,1,0,0,0,1,7,8.0,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
49,3,1,3,0,-167,0,0,7,0.85,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
28,2,2,1,0,909,0,1,7,8.87,1,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
26,3,2,1,0,428,0,1,7,9.58,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
27,1,1,2,0,54,1,1,7,1.2,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,4,3,1,0,-176,0,1,7,9.57,1,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
34,4,3,1,0,564,0,1,7,7.42,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
27,5,1,1,0,221,0,1,7,9.23,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,5,3,1,0,35,1,0,7,2.15,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
48,4,1,1,0,8,0,1,7,0.77,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,5,2,1,0,149,0,1,7,4.23,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
31,2,2,1,0,475,0,0,7,3.77,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
56,10,3,1,0,977,0,0,7,20.0,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,3,2,3,0,161,0,1,7,4.92,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,1,3,2,0,492,0,1,7,2.08,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,4,1,1,0,0,0,0,7,1.3,11,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,4,1,3,0,40,1,1,7,2.9,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
34,3,1,1,0,205,1,1,7,5.15,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
26,3,2,1,0,123,0,1,7,3.48,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,1,1,1,0,0,0,1,7,10.5,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
58,3,1,1,0,2146,0,0,7,3.43,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,3,1,3,0,63,0,1,7,4.05,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
27,2,1,1,0,-428,0,0,7,7.52,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,1,1,2,0,0,0,0,7,1.85,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
52,2,3,2,1,-1014,0,1,7,2.57,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
38,2,1,1,0,-228,1,0,7,2.7,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,3,2,1,0,-42,0,0,7,1.43,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
25,3,2,1,0,218,0,1,7,7.47,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
57,3,1,3,0,282,0,1,7,4.35,12,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,5,1,1,0,123,0,1,7,2.52,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
48,3,1,3,0,14,0,1,7,2.0,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,3,1,1,0,247,0,1,7,3.32,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
38,10,3,1,0,216,0,0,7,1.62,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,2,1,1,0,-28,0,0,7,8.85,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,3,1,1,0,326,1,1,7,1.87,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
31,4,2,1,0,119,0,0,7,1.33,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
34,3,1,3,0,69,0,0,7,0.68,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,3,1,3,0,707,0,0,7,3.5,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
44,10,1,3,0,-227,0,1,7,2.55,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,3,2,1,1,1085,1,1,7,9.98,1,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
34,3,3,1,0,368,0,1,7,36.68,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,8,1,3,1,25,0,1,7,3.93,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,1,3,2,0,-132,1,1,7,8.87,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
59,3,3,3,0,1265,0,1,7,14.15,1,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
46,1,1,1,0,700,0,1,7,2.27,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
55,3,2,1,0,82,0,1,7,8.33,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,10,1,3,0,1529,0,0,7,1.02,6,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
59,1,2,2,0,623,1,0,7,3.53,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
39,2,1,1,0,-241,1,1,7,5.62,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
26,2,3,2,0,278,1,1,7,24.45,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,3,1,1,0,1834,1,0,7,1.95,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
32,2,2,1,0,-398,0,1,7,6.45,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,2,3,1,0,0,0,0,7,5.88,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
29,5,1,1,0,-597,0,0,7,8.33,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
31,3,2,1,0,16,0,0,7,6.45,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
37,4,1,1,0,10,0,1,7,2.7,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
50,4,2,1,0,-79,0,1,7,1.17,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
27,1,2,2,0,338,0,1,7,8.92,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
47,1,1,2,0,-50,0,1,7,2.92,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
47,2,2,1,0,-239,1,1,7,16.22,3,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
47,10,1,2,0,333,0,0,7,2.35,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
51,5,1,1,0,867,1,0,7,7.03,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
57,6,1,1,0,-37,0,1,7,5.9,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
44,2,3,1,0,0,1,0,7,13.92,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
51,1,1,2,0,1392,0,0,7,8.52,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
28,3,1,3,0,-196,0,0,7,3.48,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
41,4,2,1,0,0,1,1,7,2.77,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,1,2,1,0,269,0,1,7,19.42,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
25,3,2,1,0,913,1,0,7,1.88,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
32,4,2,1,0,-267,0,1,7,1.63,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
40,5,1,1,0,193,1,1,7,3.17,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
31,5,2,1,0,78,1,1,7,1.73,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
30,9,1,1,0,85,1,1,7,1.47,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
25,5,2,1,0,111,0,1,7,5.27,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
45,3,1,1,0,226,0,0,7,3.52,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
49,3,1,3,1,-354,0,1,7,7.58,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
32,4,2,1,0,212,0,0,7,13.83,5,-1,0,1,1,7,-42.7,1.4,4.955,5228.1,93.918
52,3,1,3,0,9444,0,0,7,4.52,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
35,1,2,2,0,14,0,0,7,2.78,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
60,6,3,2,0,468,0,0,7,1.8,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,3,2,3,1,-15,0,1,7,5.43,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
43,1,1,2,0,1530,0,0,7,1.52,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
42,4,1,1,0,1133,1,0,7,6.25,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
33,5,2,1,0,329,1,1,7,3.78,4,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
42,2,1,1,0,473,1,0,7,3.6,5,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
26,3,2,1,1,-8019,0,1,7,4.98,3,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
25,2,2,2,0,226,0,0,7,6.1,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
26,4,1,1,0,383,1,1,7,3.97,2,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
39,4,3,1,0,1,0,1,7,4.68,1,-1,0,1,0,7,-42.7,1.4,4.955,5228.1,93.918
